grid_index,band,frequency(THz),tau_N_RTA(ps),tau_U_RTA(ps),tau_RTA_NU(ps),tau_MC(ps)
343,4,32.7473,20.5996,13.8115,8.26802,69.1537
343,5,40.7999,24.0897,95.3085,19.2293,1180.7
343,6,44.6196,24.0588,8.26064,6.14927,1936.91
344,1,10.7908,146.93,402.985,107.672,135.385
344,2,19.2511,79.1652,479.028,67.9376,410.107
344,3,22.6428,222.98,43.2953,36.2557,140.41
344,4,31.8369,21.6031,15.4248,8.99925,64.6049
344,5,40.6127,25.4548,27.4018,13.1962,285.454
344,6,45.0689,22.5682,5.99768,4.73841,136.395
345,1,9.9971,143.356,542.018,113.371,174.874
345,2,18.162,97.5463,969.272,88.627,6426.17
345,3,23.064,257.105,42.1809,36.236,139.899
345,4,30.7884,23.7029,18.5806,10.4157,34.2903
345,5,40.5308,26.3463,27.8597,13.5409,954.389
345,6,45.3635,17.9781,5.90378,4.44432,1227.87
346,1,10.6282,138.404,500.902,108.441,115.998
346,2,18.3941,117.129,839.989,102.795,654.919
346,3,22.7292,252.507,45.3708,38.4602,156.467
346,4,31.9783,20.4589,15.4219,8.79342,172.294
346,5,40.3947,26.6013,32.7987,14.6883,234.466
346,6,45.248,20.3586,6.24646,4.77989,16.1816
347,1,9.99362,144.562,541.827,114.116,357.592
347,2,18.1648,97.865,962.712,88.8345,282.421
347,3,23.0659,256.246,42.8633,36.7208,60.5633
347,4,30.7799,23.8574,18.6099,10.4547,36.8629
347,5,40.5289,24.5466,25.6225,12.5365,2122.16
347,6,45.3803,17.8871,5.74954,4.35098,2139.33
348,1,9.44737,148.876,505.056,114.982,96.9351
348,2,18.303,72.816,726.985,66.1867,205.324
348,3,23.3435,233.137,41.0327,34.8917,58.7838
348,4,29.5267,23.6581,17.342,10.0068,45.3032
348,5,40.7533,24.4267,59.0741,17.2811,646.566
348,6,45.3927,17.5884,3.51848,2.93195,92.0215
349,1,9.01201,163.435,503.441,123.381,63.2599
349,2,18.7202,62.188,807.434,57.7408,151.661
349,3,23.5567,235.294,45.0033,37.7778,89.1097
349,4,28.3068,22.9805,25.3233,12.0475,101.693
349,5,41.0183,28.0875,114.58,22.5578,147.488
349,6,45.3226,15.6958,3.57695,2.91308,704.331
350,1,8.70759,167.112,502.43,125.402,101.115
350,2,19.2511,52.5898,861.616,49.5645,355.648
350,3,23.7014,160.493,45.8173,35.6422,62.3051
350,4,27.2648,26.6363,28.1043,13.6753,62.4448
350,5,41.2567,34.4322,85.6109,24.5559,82.0126
350,6,45.2243,12.4915,3.19346,2.54327,116.231
351,1,8.54952,170.026,500.951,126.941,82.8305
351,2,19.6407,47.2688,1009.46,45.1544,58.4084
351,3,23.775,114.536,45.5884,32.6091,62.4753
351,4,26.63,26.0578,32.335,14.4295,141.213
351,5,41.393,40.9313,53.8163,23.2488,1285.15
351,6,45.1624,13.294,38.6542,9.89194,1371.9
352,1,8.54631,170.034,502.417,127.04,76.3316
352,2,19.6349,47.3507,983.315,45.1753,71.4616
352,3,23.7762,128.822,46.8204,34.3396,189.314
352,4,26.64,26.1713,32.2977,14.4568,17.3923
352,5,41.3741,40.361,48.1139,21.9489,41644.9
352,6,45.1839,13.6707,38.4388,10.0842,668.73
353,1,8.69813,167.186,500.11,125.299,83.2472
353,2,19.2374,52.7461,816.435,49.5452,99.4422
353,3,23.705,174.63,46.7845,36.899,67.7736
353,4,27.2909,24.1347,28.0456,12.9718,39.7823
353,5,41.2048,33.399,82.4006,23.766,2821.65
353,6,45.2841,12.8093,2.65894,2.20188,367.686
354,1,8.99676,162.875,495.702,122.594,123.559
354,2,18.7042,61.7838,730.267,56.9643,82.6481
354,3,23.5626,228.794,44.6421,37.3537,71.284
354,4,28.3428,23.0917,25.0277,12.0104,31.0634
354,5,40.9435,27.2069,106.078,21.6533,167.004
354,6,45.4107,14.6724,2.68856,2.2722,103.407
355,1,9.427,146.348,501.368,113.282,92.8601
355,2,18.2881,70.7108,669.674,63.9575,165.616
355,3,23.3519,243.941,40.7701,34.9319,133.235
355,4,29.5678,23.9258,17.2539,10.0247,49.8184
355,5,40.6649,24.3042,47.5109,16.079,620.402
355,6,45.5003,16.6084,4.10307,3.29023,267.253
356,1,9.96883,142.558,538.509,112.718,63.9826
356,2,18.1523,96.8906,945.732,87.8866,336.43
356,3,23.0768,268.404,42.8005,36.9141,37.6189
356,4,30.8224,24.1695,18.4582,10.4656,9.3053
356,5,40.4343,23.4545,27.2996,12.6157,915.648
356,6,45.5012,17.5966,4.97671,3.8795,129.018
357,1,10.5997,137.138,504.665,107.835,69.1279
357,2,18.3838,117.115,834.805,102.706,536.685
357,3,22.7427,268.986,44.9713,38.5296,42.2337
357,4,32.0181,20.8452,15.313,8.82796,51.2282
357,5,40.2997,26.9405,47.7742,17.2264,535.364
357,6,45.378,20.9941,5.82419,4.55934,60.3209
358,1,11.296,138.919,384.343,102.038,121.061
358,2,19.008,121.766,535.027,99.1912,79.9554
358,3,22.3563,207.769,44.2126,36.4551,61.1008
358,4,33.099,20.5784,12.9969,7.96584,22.0767
358,5,40.2891,24.9126,31.762,13.9617,656.362
358,6,45.1096,23.4262,7.18285,5.49729,55.4651
359,1,12.035,138.962,320.039,96.8915,90.3138
359,2,20.0014,99.4326,491.84,82.7113,188.606
359,3,21.9253,178.394,44.4717,35.5976,64.7166
359,4,34.0334,18.7142,11.5165,7.12923,21.6359
359,5,40.4063,22.9191,15.0006,9.06651,315.85
359,6,44.6865,25.2612,8.2769,6.23424,145.23
360,1,12.7949,133.939,362.429,97.797,86.8778
360,2,21.3081,84.6807,272.477,64.6032,113.829
360,3,21.4583,160.684,46.9519,36.3348,67.5278
360,4,34.8118,19.5198,10.6916,6.90791,58.4881
360,5,40.626,18.6813,99.4459,15.7269,1364.92
360,6,44.1114,24.7149,7.48348,5.74419,139.637
361,1,13.5565,122.047,354.499,90.7901,143.58
361,2,20.9641,224.514,50.2342,41.0495,50.0387
361,3,22.8564,104.732,84.3999,46.7366,128.916
361,4,35.4438,18.1763,8.42063,5.75464,20.0451
361,5,40.8877,18.5105,69.1156,14.6003,1984.71
361,6,43.4082,27.7057,3.21812,2.88323,4.01681
362,1,14.3034,132.617,342.084,95.5679,89.4353
362,2,20.4512,202.639,53.9724,42.6205,91.8964
362,3,24.5694,125.33,64.6244,42.6385,70.7363
362,4,35.9478,23.1306,8.65901,6.30043,27.2712
362,5,41.0532,16.3428,30.3383,10.6213,1468.7
362,6,42.6752,9.97146,6.94164,4.09258,53.3895
363,1,15.0228,135.052,288.7,92.0104,29.123
363,2,19.9271,257.67,60.7446,49.1562,56.2638
363,3,26.3701,130.416,46.1902,34.1095,211.805
363,4,36.3391,26.1234,7.70313,5.94894,24.4718
363,5,40.7417,9.22851,12.7844,5.35963,84.1473
363,6,42.2667,12.9915,15.9921,7.16824,322.102
364,1,15.7052,133.141,228.87,84.1741,130.103
364,2,19.3983,230.198,65.2257,50.8247,63.3738
364,3,28.1768,138.208,37.255,29.3449,442.549
364,4,36.6204,28.9061,7.67799,6.06659,52.3034
364,5,39.8301,6.03777,11.32,3.93758,148.006
364,6,42.3108,16.445,14.7047,7.76312,10767.6
365,1,16.3419,139.593,176.65,77.9751,304.402
365,2,18.8718,263.463,71.7876,56.4156,59.5802
365,3,29.8837,182.363,27.842,24.1543,218.794
365,4,36.7654,30.551,6.31833,5.23555,65.7745
365,5,38.7486,6.49209,10.6182,4.02883,47.7344
365,6,42.4512,17.3775,14.6052,7.9356,8313.01
366,1,16.9103,78.5224,623.305,69.7371,0
366,2,18.37,110.977,142.802,62.4471,0
366,3,31.2887,157.077,44.0416,34.3972,0
366,4,36.6731,8.00405,13.5976,5.03832,0
366,5,37.8915,4.37606,41.0954,3.95492,0
366,6,42.5556,10.5673,65.6032,9.10127,0
368,1,17.2444,106.196,150.581,62.2763,321.066
368,2,18.059,411.1,75.4839,63.774,60.0248
368,3,31.9122,588.454,55.9309,51.0763,48.1293
368,4,36.4895,25.0639,5.24998,4.34075,49.3062
368,5,37.5997,8.34744,8.82264,4.28923,55.9175
368,6,42.5917,18.63,16.8788,8.85561,1155.33
369,1,16.9453,77.4314,634.242,69.0067,253.212
369,2,18.3376,109.856,139.668,61.4904,238.023
369,3,31.3057,156.626,44.4042,34.5961,36.9521
369,4,36.7621,8.22861,13.8048,5.15555,184.95
369,5,37.7737,4.55407,42.6989,4.11516,1680.68
369,6,42.5526,10.7266,63.2161,9.17051,3193.19
371,1,16.3824,139.316,179.422,78.4229,145.015
371,2,18.8365,255.125,73.3458,56.9681,133.569
371,3,29.9077,183.471,24.6328,21.7171,18.0109
371,4,36.8571,30.2036,6.83866,5.57613,19.5348
371,5,38.6115,6.40593,10.7756,4.01755,1781.65
371,6,42.4441,18.3254,14.9596,8.23616,707.64
372,1,15.7466,115.319,212.148,74.709,1055.48
372,2,19.3644,236.321,64.7358,50.8157,116.603
372,3,28.2012,136.185,37.2209,29.2316,39.0699
372,4,36.6857,27.289,7.78124,6.05477,70.2823
372,5,39.7166,5.79909,11.2763,3.82962,659.483
372,6,42.2931,17.3666,14.6544,7.94781,1596.96
373,1,15.0639,134.819,287.848,91.8154,2540.87
373,2,19.8958,245.475,60.1152,48.2894,356.662
373,3,26.3918,127.663,46.0974,33.8681,39.2888
373,4,36.3843,24.5479,8.03658,6.05446,12.6167
373,5,40.6797,8.20947,12.5829,4.96811,369.346
373,6,42.2091,13.8886,17.7532,7.79245,1645.72
374,1,14.3434,132.955,339.48,95.5384,364.156
374,2,20.4228,201.472,54.2925,42.7675,139.536
374,3,24.5874,122.483,64.6042,42.2954,83.454
374,4,35.9756,22.0334,8.53024,6.14947,13.8524
374,5,41.0734,15.4405,26.5851,9.76757,319.54
374,6,42.5472,10.0764,7.38941,4.26311,813.148
375,1,13.595,124.553,355.728,92.2525,416.455
375,2,20.9388,221.709,49.0023,40.1322,173.418
375,3,22.8705,103.888,84.6367,46.6397,75.5318
375,4,35.4546,17.7984,8.46733,5.7377,53.3645
375,5,40.9384,18.4337,61.83,14.2001,95.0404
375,6,43.2639,28.427,4.77414,4.08764,221.693
376,1,12.8315,132.021,360.844,96.6574,75.3725
376,2,21.3192,82.5284,271.35,63.2818,159.072
376,3,21.4361,150.352,48.0644,36.4213,60.5865
376,4,34.8058,18.8739,10.6219,6.79678,31.4433
376,5,40.6928,19.4782,92.4551,16.0887,1471.09
376,6,43.9672,22.6797,6.62466,5.12706,600.309
377,1,12.0693,139.223,297.789,94.8696,152.82
377,2,20.0107,98.4153,481.728,81.7202,143.246
377,3,21.9061,191.707,45.7683,36.9474,28.2996
377,4,34.0123,18.1868,11.495,7.04329,63.2915
377,5,40.4863,21.8851,13.3471,8.29079,378.943
377,6,44.5453,25.6968,8.45363,6.36101,185.048
378,1,11.3277,139.838,378.315,102.099,150.309
378,2,19.0171,122.33,563.51,100.511,5078.06
378,3,22.34,181.553,43.5939,35.1531,17.1548
378,4,33.0663,20.1841,13.0718,7.93369,46.894
378,5,40.379,25.0845,29.4909,13.5549,208.664
378,6,44.973,23.1559,7.55362,5.69566,317.6
379,1,11.9288,139.841,303.772,95.7587,187.144
379,2,19.1528,152.689,600.443,121.733,1182.73
379,3,21.9868,96.7962,41.7268,29.1576,111.154
379,4,34.1955,17.3398,11.5372,6.92776,102.233
379,5,40.2606,26.9574,54.0299,17.9844,3521.79
379,6,44.7337,27.2244,7.47268,5.86329,39.4037
380,1,11.3245,139.597,379.216,102.036,122.305
380,2,19.0198,122.699,522.439,99.3631,77.1901
380,3,22.3419,197.521,44.1322,36.0725,58.2291
380,4,33.0525,20.3302,13.1215,7.97456,112.647
380,5,40.3863,23.7256,27.2717,12.6877,4607.52
380,6,44.9846,22.9314,7.49883,5.65091,210.133
381,1,10.7841,146.222,402.881,107.284,255.816
381,2,19.2563,83.5024,460.477,70.6846,334.406
381,3,22.6467,241.639,43.7932,37.0741,31.5998
381,4,31.8162,22.2227,15.5158,9.13663,134.383
381,5,40.616,23.9059,28.7924,13.0613,486.962
381,6,45.098,22.4401,5.84058,4.63438,107.539
382,1,10.3315,148.053,386.778,107.069,183.406
382,2,19.7873,66.4187,411.035,57.1792,241.337
382,3,22.8927,257.688,41.1509,35.4843,144.176
382,4,30.555,23.8958,14.9441,9.19419,162.783
382,5,40.9069,26.4146,124.586,21.7939,653.491
382,6,45.1002,20.2103,7.07263,5.23917,652.34
383,1,9.98858,157.707,375.125,111.029,139.597
383,2,20.477,57.7989,299.891,48.4592,103.711
383,3,23.0733,239.432,45.1471,37.9847,85.2298
383,4,29.3786,23.1043,20.2575,10.7937,133.952
383,5,41.1981,31.2328,115.692,24.5935,6101.23
383,6,45.0347,17.9819,4.96919,3.8933,60.6156
384,1,9.77342,172.915,381.54,118.989,123.186
384,2,21.1053,57.2687,104.678,37.017,49.5731
384,3,23.1841,155.583,44.8664,34.824,46.5759
384,4,28.4762,24.2862,23.9836,12.067,98.6742
384,5,41.414,36.3317,79.382,24.9243,1866.06
384,6,44.962,14.2227,4.1755,3.22787,55.4716
385,1,9.69808,178.541,389.226,122.397,112.07
385,2,21.3688,71.2148,92.7207,40.2786,77.9572
385,3,23.2223,221.091,47.6644,39.211,90.588
385,4,28.1274,25.8321,23.1678,12.2137,25.7062
385,5,41.4826,39.0717,74.5659,25.6378,1106.9
385,6,44.9438,9.06804,1.74894,1.46617,22.0176
386,1,9.7669,172.739,379.475,118.704,115.238
386,2,21.0932,57.1023,146.397,41.0793,96.2904
386,3,23.1869,175.535,44.7491,35.6587,78.5537
386,4,28.4977,24.4667,23.9684,12.1075,27.8481
386,5,41.3757,35.523,75.6589,24.1733,89344
386,6,45.0048,14.1234,4.05127,3.14821,61.0851
387,1,9.9758,157.672,379.495,111.391,151.409
387,2,20.4597,57.8856,311.177,48.8065,277.535
387,3,23.0788,243.178,43.4484,36.8623,41.7451
387,4,29.4145,23.1415,20.2755,10.807,37.3459
387,5,41.1307,30.3271,110.271,23.7855,1807.38
387,6,45.1111,17.3046,4.81946,3.7696,31.5411
388,1,10.3129,148.278,389.642,107.405,151.013
388,2,19.7699,66.2455,416.025,57.1459,84.0908
388,3,22.901,269.776,40.7335,35.39,127.258
388,4,30.599,23.9635,14.8708,9.17633,25.0421
388,5,40.8215,25.835,118.513,21.2111,1429.56
388,6,45.1997,20.1767,6.8294,5.10236,609.01
389,1,10.7603,145.793,411.909,107.68,148.704
389,2,19.2414,82.7164,439.847,69.6232,316.012
389,3,22.658,252.118,43.5654,37.1465,75.777
389,4,31.8636,21.9613,15.3333,9.02917,70.1515
389,5,40.5212,25.5538,25.4079,12.7403,1597.2
389,6,45.2127,21.7407,6.3338,4.90486,296.161
390,1,11.296,138.919,384.343,102.038,109.337
390,2,19.008,121.766,535.027,99.1912,200.174
390,3,22.3563,207.769,44.2126,36.4551,19.7391
390,4,33.099,20.5784,12.9969,7.96584,14.2726
390,5,40.2891,24.9126,31.762,13.9617,1360.93
390,6,45.1096,23.4262,7.18285,5.49729,69.4216
391,1,11.8962,139.016,309.029,95.883,130.34
391,2,19.1434,152.44,592.875,121.262,104.167
391,3,22.0044,152.084,45.119,34.796,21.5284
391,4,34.236,17.7244,11.3423,6.91637,36.2269
391,5,40.1674,26.9814,54.6157,18.0596,985.797
391,6,44.8658,27.781,7.62724,5.98427,60.5587
392,1,12.5364,134.245,243.296,86.5106,31.9165
392,2,19.6703,159.171,521.419,121.946,388.549
392,3,21.6124,142.841,42.9255,33.0066,102.821
392,4,35.2285,17.0689,8.94952,5.87117,17.8536
392,5,40.179,25.5515,48.998,16.7939,806.893
392,6,44.4701,28.4193,7.38315,5.8606,62.6746
393,1,13.1928,130.087,323.985,92.8186,135.17
393,2,20.5677,132.801,354.06,96.5771,191.521
393,3,21.1921,193.449,50.8996,40.2968,119.727
393,4,36.0521,18.9851,9.55572,6.35638,35.1165
393,5,40.3181,18.7029,18.0478,9.18476,786.475
393,6,43.9252,26.9644,7.21107,5.68953,42.3986
394,1,13.8431,134.24,332.274,95.6125,85.3205
394,2,20.7565,185.673,55.0567,42.4648,47.6142
394,3,21.7827,105.695,191.708,68.1315,131.958
394,4,36.7078,19.5826,8.56697,5.95972,30.8927
394,5,40.5336,20.8986,74.854,16.3374,1046.95
394,6,43.2571,18.2961,2.36455,2.09393,29.2745
395,1,14.4668,140.273,300.918,95.6746,164.038
395,2,20.3197,179.522,57.9102,43.7858,63.6855
395,3,23.2446,131.582,87.6421,52.6043,240.701
395,4,37.2162,22.8067,8.68953,6.29217,14.349
395,5,40.6873,18.694,39.2354,12.6614,589.658
395,6,42.5628,9.89587,6.52436,3.93199,82.8352
396,1,15.0458,157.236,262.401,98.3203,137.754
396,2,19.896,179.021,62.5962,46.3793,85.7556
396,3,24.8755,147.598,56.983,41.1112,300.718
396,4,37.5953,26.1751,8.14258,6.21059,23.0417
396,5,40.4432,8.6724,16.3557,5.66735,621.134
396,6,42.1452,10.6848,9.78012,5.10623,106.757
397,1,15.5638,150.537,194.849,84.9253,244.601
397,2,19.5006,180.715,68.5805,49.7142,176.094
397,3,26.5943,153.986,43.2754,33.7816,660.256
397,4,37.8168,28.1462,8.70357,6.64787,17.6581
397,5,39.6677,5.66328,11.0246,3.74136,116.75
397,6,42.1635,15.8643,17.7089,8.36795,3429.41
398,1,16.0037,85.7815,861.295,78.0119,0
398,2,19.1508,77.3553,171.083,53.2695,0
398,3,28.3095,89.0913,42.9911,28.9981,0
398,4,37.6342,9.30906,22.9818,6.62538,0
398,5,38.9288,3.94092,49.7854,3.65184,0
398,6,42.3174,10.9073,150.271,10.1692,0
400,1,16.3419,139.593,176.65,77.9751,413.467
400,2,18.8718,263.463,71.7876,56.4156,172.151
400,3,29.8837,182.363,27.842,24.1543,65.2028
400,4,36.7654,30.551,6.31833,5.23555,20.157
400,5,38.7486,6.49209,10.6182,4.02883,123.674
400,6,42.4512,17.3775,14.6052,7.9356,4866.55
401,1,16.5393,109.671,187.811,69.239,200.236
401,2,18.7042,380.254,59.6921,51.593,49.1885
401,3,30.9984,272.722,38.5045,33.7408,68.5937
401,4,35.9078,24.2038,4.62257,3.8813,48.7554
401,5,38.7555,6.5511,11.2881,4.14534,68.2959
401,6,42.5217,15.5002,23.7429,9.37794,1228.74
402,1,16.5514,110.887,194.894,70.6756,93.3849
402,2,18.6935,390.668,57.6113,50.2073,71.2063
402,3,31.0122,281.797,38.588,33.9403,43.6714
402,4,35.8996,25.5701,3.90631,3.38863,20.4878
402,5,38.7475,6.50374,11.1254,4.10438,73.2324
402,6,42.5167,15.5857,23.5046,9.37154,1555.51
403,1,16.3729,139.187,178.106,78.1299,88.2876
403,2,18.8449,264.107,70.7969,55.8308,52.0708
403,3,29.911,184.711,24.7868,21.8542,20.0608
403,4,36.7667,33.2814,6.08718,5.14598,349.826
403,5,38.7128,6.47737,11.1306,4.09457,68.5507
403,6,42.4363,17.8895,15.3651,8.26573,339.593
404,1,16.0449,90.0541,850.064,81.4278,205.523
404,2,19.1163,76.6811,167.657,52.6161,128.763
404,3,28.3378,88.3719,42.8177,28.8429,34.2832
404,4,37.7026,8.79005,20.5055,6.15262,89.7694
404,5,38.8215,3.88169,56.6821,3.6329,161.493
404,6,42.292,11.121,140.151,10.3034,831.997
406,1,15.609,145.289,192.616,82.819,533.192
406,2,19.4644,177.012,69.8906,50.1067,499.841
406,3,26.6193,152.605,43.1499,33.6385,68.5223
406,4,37.8971,27.659,8.30294,6.38595,22.1358
406,5,39.5552,6.26838,11.0496,3.99949,846.951
406,6,42.1221,17.7734,19.253,9.2418,269.646
407,1,15.0916,148.919,258.708,94.514,13136.9
407,2,19.8613,173.782,60.9498,45.1238,1067.98
407,3,24.8959,144.254,56.4592,40.5776,42.1909
407,4,37.6519,23.9919,7.87974,5.9316,25.6623
407,5,40.3887,7.93612,14.986,5.18847,54.4878
407,6,42.0637,12.1686,10.8828,5.74491,594.014
408,1,14.5114,139.357,297.931,94.9458,468.912
408,2,20.2879,172.605,55.998,42.2809,367.708
408,3,23.2603,130.336,87.842,52.4753,62.2149
408,4,37.2513,21.3603,8.5041,6.0825,16.9203
408,5,40.7005,17.3971,36.1679,11.7468,295.277
408,6,42.4313,10.0831,7.23031,4.21085,387.816
409,1,13.8855,134.62,330.388,95.6473,330.794
409,2,20.7282,178.085,53.9529,41.4079,176.642
409,3,21.7945,106.745,191.947,68.5971,135.758
409,4,36.7206,18.552,8.52102,5.8391,117.196
409,5,40.578,21.2938,68.048,16.2186,417.731
409,6,43.1152,19.6185,3.43534,2.92343,120.854
410,1,13.2324,130.919,312.194,92.2387,182.739
410,2,20.5769,130.599,348.6,95.0061,445.787
410,3,21.1674,191.022,51.0631,40.2923,86.6401
410,4,36.0427,18.1902,9.41855,6.20547,71.0055
410,5,40.3836,20.1185,19.2482,9.83687,381.256
410,6,43.7845,25.585,7.39967,5.73965,868.831
411,1,12.5727,133.054,257.206,87.691,172.879
411,2,19.6787,159.774,521.551,122.306,336.877
411,3,21.5913,140.518,43.54,33.2403,69.5662
411,4,35.2004,16.2887,8.9685,5.7839,58.773
411,5,40.2614,25.8904,46.307,16.6059,860.02
411,6,44.333,28.0779,7.91231,6.17282,111.511
412,1,13.1106,138.526,248.478,88.9414,51.6544
412,2,19.718,206.076,563.594,150.9,987.556
412,3,21.2424,167.668,46.5844,36.4557,239.013
412,4,36.2542,16.428,9.4053,5.98105,38.3935
412,5,40.1641,28.2076,57.7309,18.949,6103.62
412,6,43.9681,31.3152,6.86964,5.63376,102.875
413,1,12.5699,135.771,268.281,90.1487,269.437
413,2,19.6812,160.162,522.228,122.571,331.463
413,3,21.5933,156.716,44.4211,34.6107,62.9011
413,4,35.1793,16.7715,9.01778,5.86453,102.922
413,5,40.2809,24.6441,39.4484,15.1682,667.202
413,6,44.3385,28.0483,7.88609,6.15542,340.481
414,1,12.0632,138.712,294.53,94.3001,71.5147
414,2,20.0157,99.2193,506.829,82.9756,132.47
414,3,21.9101,155.711,43.8051,34.1874,49.3818
414,4,33.9803,18.4223,11.6398,7.13298,88.5483
414,5,40.5096,20.2511,6.5201,4.93214,131.738
414,6,44.563,25.5021,8.39115,6.3137,20.0273
415,1,11.6173,143.28,312.512,98.2394,133.45
415,2,20.6559,71.6824,405.026,60.9036,74.9815
415,3,22.1794,156.215,44.465,34.6128,37.3788
415,4,32.7117,20.9167,14.0068,8.38906,65.8849
415,5,40.8145,23.679,117.213,19.6993,596.429
415,6,44.656,23.3706,8.10159,6.01607,278.826
416,1,11.2564,147.996,305.594,99.7085,167.766
416,2,21.4896,61.1124,242.805,48.8237,86.2115
416,3,22.3908,211.032,42.5583,35.416,46.8665
416,4,31.4547,25.1457,15.084,9.4283,80.2591
416,5,41.1439,27.8732,111.328,22.2919,570.736
416,6,44.6483,20.2401,6.87422,5.13142,41.0148
417,1,11.0015,156.028,319.069,104.786,119.804
417,2,22.3389,70.6607,83.2012,38.2099,60.1952
417,3,22.5365,265.476,45.9175,39.1466,147.174
417,4,30.3505,21.4007,18.8142,10.0121,55.2417
417,5,41.4293,32.3263,76.0529,22.6843,211.266
417,6,44.59,25.8335,2.46349,2.24902,25.6001
418,1,10.8682,161.655,310.145,106.267,163.878
418,2,22.6114,401.706,46.3182,41.5297,35.797
418,3,22.919,60.4195,183.95,45.481,139.382
418,4,29.654,23.1268,18.3525,10.2324,50.8044
418,5,41.5905,34.6076,68.9304,23.04,451.481
418,6,44.547,20.0709,3.34394,2.86639,126.748
419,1,10.8648,161.37,309.232,106.036,95.9835
419,2,22.613,285.255,46.743,40.1619,28.3116
419,3,22.9112,60.0915,186.049,45.4211,161.524
419,4,29.6672,23.0395,18.309,10.2018,30.0152
419,5,41.5683,33.9515,59.6087,21.631,619.732
419,6,44.571,19.2845,3.25905,2.7879,95.9806
420,1,10.9914,155.815,322.125,105.017,99.0406
420,2,22.3212,66.5852,95.0243,39.1512,87.344
420,3,22.5413,313.391,47.9276,41.5702,80.7133
420,4,30.3842,21.5108,18.6842,9.99906,16.1471
420,5,41.3696,30.8972,74.0972,21.8049,8684.87
420,6,44.6553,22.1501,2.74635,2.4434,20.4367
421,1,11.2398,148.262,314.941,100.806,100.22
421,2,21.4697,61.8,271.509,50.3415,85.2063
421,3,22.399,222.94,42.8236,35.9233,48.6188
421,4,31.5002,25.2483,14.9131,9.37543,12.3826
421,5,41.0597,26.7497,106.459,21.3781,2674.39
421,6,44.742,20.2212,7.28686,5.35658,156.292
422,1,11.5946,143.062,311.11,97.9981,83.2081
422,2,20.6381,72.6444,359.371,60.4291,37.8779
422,3,22.191,178.581,44.4137,35.5678,46.9521
422,4,32.7633,21.1657,13.8356,8.36656,20.339
422,5,40.7167,23.2651,110.514,19.2192,3936.89
422,6,44.7678,22.4335,7.65529,5.70761,107.339
423,1,12.035,138.962,320.039,96.8915,95.6623
423,2,20.0014,99.4326,491.84,82.7113,710.635
423,3,21.9253,178.394,44.4717,35.5976,82.9488
423,4,34.0334,18.7142,11.5165,7.12923,15.1663
423,5,40.4063,22.9191,15.0006,9.06651,641.969
423,6,44.6865,25.2612,8.2769,6.23424,102.044
424,1,12.5364,134.245,243.296,86.5106,100.436
424,2,19.6703,159.171,521.419,121.946,437.561
424,3,21.6124,142.841,42.9255,33.0066,47.0268
424,4,35.2285,17.0689,8.94952,5.87117,32.1536
424,5,40.179,25.5515,48.998,16.7939,597.568
424,6,44.4701,28.4193,7.38315,5.8606,61.2814
425,1,13.0724,138.099,214.398,83.9955,70.2187
425,2,19.7094,203.924,562.941,149.697,1032.75
425,3,21.2656,172.713,48.3073,37.749,49.481
425,4,36.2917,16.8389,9.40447,6.03432,22.1955
425,5,40.0717,28.2169,62.4457,19.4349,1576.18
425,6,44.1057,30.4268,6.77431,5.54071,55.0243
426,1,13.6154,124.769,251.909,83.4412,88.023
426,2,20.1401,207.65,481.427,145.076,276.494
426,3,20.9013,166.752,57.1574,42.5668,57.4467
426,4,37.1799,17.5203,8.8815,5.89379,60.8776
426,5,40.1024,31.1096,50.3749,19.2324,7688.85
426,6,43.596,23.1116,6.21884,4.90028,33.2707
427,1,14.1381,144.801,218.48,87.0844,135.899
427,2,20.5386,157.545,58.5702,42.6969,63.0597
427,3,20.9426,167.296,300.671,107.488,306.014
427,4,37.871,20.5399,8.96903,6.24295,28.5336
427,5,40.2456,28.9602,24.7329,13.3401,1724.4
427,6,42.9697,15.0565,2.3533,2.0352,10.7015
428,1,14.614,158.382,207.63,89.8465,58.105
428,2,20.1985,151.458,59.8119,42.8787,113.183
428,3,22.0654,137.722,168.149,75.711,843.663
428,4,38.3792,22.6493,8.66877,6.26928,52.8811
428,5,40.3665,19.1887,46.1242,13.5511,403.791
