index,x_nm,y_nm,z_nm,volume_nm3
0,5,50,50,100000
1,15,50,50,100000
2,25,50,50,100000
3,35,50,50,100000
4,45,50,50,100000
5,55,50,50,100000
6,65,50,50,100000
7,75,50,50,100000
8,85,50,50,100000
9,95,50,50,100000
