# timestep time_ps T_1 T_2 T_3 T_4 T_5 T_6 T_7 T_8 T_9 T_10 heatflux kappa_int kappa_eff absorbed injected recovered net hs_injected hs_injected_energy_ev
3670 367 300.519 300.367 300.244 300.136 300.036 299.937 299.847 299.738 299.621 299.469 6.08485e+08 55.2327 30.4243 48 60 0 12 0 0
3680 368 300.518 300.365 300.245 300.131 300.038 299.939 299.845 299.741 299.619 299.47 6.07805e+08 55.3258 30.3903 52 58 0 6 0 0
3690 369 300.515 300.369 300.241 300.131 300.032 299.943 299.845 299.741 299.62 299.467 6.07111e+08 55.2516 30.3556 68 52 0 -16 0 0
3700 370 300.516 300.369 300.243 300.128 300.032 299.943 299.846 299.74 299.62 299.464 6.0581e+08 55.0488 30.2905 52 63 0 11 0 0
3710 371 300.513 300.366 300.246 300.127 300.031 299.943 299.843 299.741 299.623 299.463 6.07086e+08 55.2514 30.3543 54 65 0 11 0 0
3720 372 300.517 300.365 300.245 300.126 300.034 299.942 299.842 299.737 299.629 299.462 6.05749e+08 55.1476 30.2874 65 65 0 0 0 0
3730 373 300.512 300.368 300.241 300.129 300.034 299.942 299.844 299.736 299.626 299.463 6.04499e+08 55.0769 30.225 64 66 0 2 0 0
3740 374 300.52 300.362 300.238 300.135 300.035 299.94 299.838 299.74 299.621 299.473 6.05113e+08 55.1921 30.2557 60 64 0 4 0 0
3750 375 300.521 300.357 300.243 300.135 300.034 299.937 299.842 299.736 299.62 299.478 6.04205e+08 55.2031 30.2102 54 61 0 7 0 0
3760 376 300.519 300.356 300.241 300.135 300.037 299.938 299.84 299.737 299.618 299.475 6.03251e+08 55.094 30.1626 72 48 0 -24 0 0
3770 377 300.522 300.354 300.242 300.135 300.039 299.936 299.841 299.734 299.619 299.475 6.01922e+08 54.8853 30.0961 60 60 0 0 0 0
3780 378 300.516 300.355 300.243 300.134 300.043 299.934 299.841 299.735 299.616 299.473 6.0111e+08 54.8263 30.0555 60 55 0 -5 0 0
3790 379 300.511 300.36 300.243 300.138 300.037 299.935 299.843 299.737 299.611 299.473 6.02093e+08 54.9009 30.1047 68 57 0 -11 0 0
3800 380 300.508 300.359 300.243 300.142 300.033 299.941 299.841 299.736 299.613 299.473 6.04394e+08 55.2073 30.2197 53 61 0 8 0 0
3810 381 300.509 300.363 300.245 300.143 300.033 299.941 299.84 299.737 299.614 299.475 6.03479e+08 55.0508 30.1739 59 58 0 -1 0 0
3820 382 300.512 300.363 300.244 300.147 300.03 299.945 299.837 299.733 299.621 299.47 6.02192e+08 54.7892 30.1096 54 50 0 -4 0 0
3830 383 300.513 300.364 300.247 300.145 300.032 299.946 299.833 299.733 299.622 299.466 6.02682e+08 54.6114 30.1341 54 62 0 8 0 0
3840 384 300.513 300.368 300.248 300.143 300.036 299.941 299.834 299.734 299.623 299.469 6.03371e+08 54.6769 30.1686 51 70 0 19 0 0
3850 385 300.511 300.37 300.249 300.142 300.039 299.938 299.836 299.731 299.626 299.467 6.01829e+08 54.4906 30.0915 71 54 0 -17 0 0
3860 386 300.508 300.371 300.252 300.14 300.044 299.935 299.836 299.731 299.624 299.475 6.01946e+08 54.7036 30.0973 50 63 0 13 0 0
3870 387 300.516 300.374 300.253 300.144 300.042 299.938 299.834 299.73 299.623 299.482 6.01219e+08 54.4774 30.061 66 50 0 -16 0 0
3880 388 300.522 300.374 300.251 300.146 300.041 299.938 299.834 299.73 299.621 299.482 6.00472e+08 54.2323 30.0236 44 63 0 19 0 0
3890 389 300.524 300.37 300.253 300.145 300.047 299.937 299.835 299.726 299.625 299.479 5.99138e+08 54.0212 29.9569 52 61 0 9 0 0
3900 390 300.523 300.372 300.257 300.14 300.05 299.938 299.835 299.725 299.621 299.481 5.98224e+08 53.8849 29.9112 61 55 0 -6 0 0
3910 391 300.519 300.375 300.254 300.14 300.049 299.944 299.83 299.726 299.62 299.477 5.98945e+08 53.9205 29.9473 62 60 0 -2 0 0
3920 392 300.514 300.371 300.257 300.142 300.051 299.94 299.834 299.73 299.617 299.475 5.98729e+08 53.9813 29.9364 52 44 0 -8 0 0
3930 393 300.519 300.369 300.255 300.147 300.048 299.943 299.828 299.735 299.612 299.478 5.99175e+08 53.9641 29.9588 55 63 0 8 0 0
3940 394 300.522 300.364 300.255 300.151 300.049 299.942 299.829 299.733 299.616 299.477 6.01134e+08 54.1438 30.0567 50 62 0 12 0 0
3950 395 300.52 300.361 300.26 300.152 300.047 299.941 299.833 299.733 299.617 299.477 6.02114e+08 54.2901 30.1057 53 50 0 -3 0 0
3960 396 300.514 300.367 300.261 300.153 300.045 299.941 299.837 299.731 299.615 299.475 6.03121e+08 54.3401 30.1561 56 63 0 7 0 0
3970 397 300.509 300.367 300.26 300.155 300.045 299.939 299.84 299.729 299.617 299.471 6.04168e+08 54.4734 30.2084 51 58 0 7 0 0
3980 398 300.509 300.374 300.258 300.154 300.044 299.943 299.842 299.725 299.621 299.473 6.03683e+08 54.4293 30.1842 57 56 0 -1 0 0
3990 399 300.517 300.378 300.258 300.155 300.045 299.946 299.836 299.727 299.623 299.472 6.01822e+08 53.9886 30.0911 60 55 0 -5 0 0
4000 400 300.521 300.378 300.255 300.156 300.045 299.948 299.836 299.726 299.623 299.475 6.00123e+08 53.8028 30.0061 54 50 0 -4 0 0
4010 401 300.52 300.374 300.258 300.153 300.045 299.944 299.844 299.721 299.625 299.475 6.0181e+08 54.0754 30.0905 49 63 0 14 0 0
4020 402 300.525 300.371 300.259 300.151 300.049 299.944 299.842 299.727 299.621 299.477 6.00467e+08 53.9162 30.0234 63 52 0 -11 0 0
4030 403 300.528 300.372 300.264 300.148 300.051 299.943 299.842 299.728 299.621 299.477 6.02275e+08 53.9337 30.1138 56 49 0 -7 0 0
4040 404 300.527 300.374 300.265 300.147 300.052 299.943 299.837 299.737 299.616 299.479 6.02198e+08 53.9367 30.1099 46 55 0 9 0 0
4050 405 300.524 300.377 300.262 300.156 300.048 299.944 299.837 299.739 299.617 299.475 6.02527e+08 53.9393 30.1264 56 46 0 -10 0 0
4060 406 300.522 300.375 300.264 300.157 300.042 299.949 299.841 299.738 299.617 299.476 5.99175e+08 53.7441 29.9588 57 54 0 -3 0 0
4070 407 300.523 300.374 300.268 300.158 300.043 299.949 299.839 299.734 299.622 299.471 5.99489e+08 53.6052 29.9745 45 56 0 11 0 0
4080 408 300.521 300.38 300.262 300.159 300.046 299.95 299.84 299.734 299.623 299.465 5.98616e+08 53.401 29.9308 59 54 0 -5 0 0
4090 409 300.52 300.382 300.26 300.159 300.048 299.942 299.848 299.737 299.622 299.465 5.97305e+08 53.3553 29.8653 51 48 0 -3 0 0
4100 410 300.521 300.385 300.256 300.159 300.053 299.936 299.849 299.741 299.62 299.466 5.97773e+08 53.3889 29.8886 63 55 0 -8 0 0
4110 411 300.528 300.383 300.257 300.157 300.056 299.939 299.848 299.743 299.615 299.474 5.95244e+08 53.1622 29.7622 64 53 0 -11 0 0
4120 412 300.528 300.382 300.26 300.153 300.059 299.941 299.848 299.742 299.616 299.475 5.95917e+08 53.2251 29.7959 61 71 0 10 0 0
4130 413 300.526 300.384 300.261 300.153 300.053 299.945 299.847 299.744 299.619 299.471 5.94002e+08 53.0716 29.7001 46 51 0 5 0 0
4140 414 300.526 300.381 300.262 300.158 300.046 299.95 299.845 299.745 299.623 299.467 5.95226e+08 53.2351 29.7613 60 51 0 -9 0 0
4150 415 300.527 300.379 300.264 300.155 300.045 299.952 299.849 299.744 299.62 299.469 5.94878e+08 53.1954 29.7439 49 65 0 16 0 0
4160 416 300.528 300.38 300.268 300.151 300.044 299.957 299.848 299.743 299.624 299.47 5.95272e+08 53.2679 29.7636 40 54 0 14 0 0
4170 417 300.523 300.379 300.271 300.15 300.046 299.951 299.849 299.746 299.619 299.472 5.94415e+08 53.3076 29.7208 53 59 0 6 0 0
4180 418 300.526 300.378 300.27 300.149 300.047 299.948 299.852 299.747 299.62 299.469 5.93146e+08 53.1516 29.6573 58 59 0 1 0 0
4190 419 300.53 300.376 300.267 300.15 300.05 299.951 299.854 299.745 299.62 299.469 5.91222e+08 52.8955 29.5611 45 50 0 5 0 0
4200 420 300.528 300.379 300.265 300.154 300.051 299.947 299.857 299.741 299.623 299.468 5.8939e+08 52.7283 29.4695 42 57 0 15 0 0
4210 421 300.528 300.38 300.262 300.156 300.053 299.945 299.858 299.738 299.626 299.469 5.88509e+08 52.7037 29.4255 46 36 0 -10 0 0
4220 422 300.522 300.378 300.259 300.162 300.047 299.949 299.857 299.74 299.622 299.475 5.91545e+08 53.2658 29.5773 59 66 0 7 0 0
4230 423 300.525 300.38 300.256 300.16 300.049 299.953 299.851 299.743 299.619 299.481 5.92389e+08 53.3686 29.6194 54 54 0 0 0 0
4240 424 300.521 300.381 300.259 300.157 300.051 299.952 299.852 299.741 299.62 299.481 5.92476e+08 53.4692 29.6238 48 47 0 -1 0 0
4250 425 300.517 300.377 300.264 300.156 300.051 299.958 299.849 299.738 299.621 299.478 5.93409e+08 53.5515 29.6704 48 62 0 14 0 0
4260 426 300.513 300.379 300.262 300.157 300.054 299.956 299.851 299.734 299.626 299.476 5.9447e+08 53.7168 29.7235 58 66 0 8 0 0
4270 427 300.519 300.375 300.261 300.159 300.054 299.959 299.844 299.737 299.631 299.472 5.94116e+08 53.5975 29.7058 49 67 0 18 0 0
4280 428 300.523 300.372 300.261 300.161 300.054 299.96 299.841 299.741 299.627 299.474 5.93289e+08 53.4632 29.6645 43 58 0 15 0 0
4290 429 300.525 300.371 300.265 300.155 300.061 299.957 299.842 299.738 299.628 299.475 5.93344e+08 53.398 29.6672 61 54 0 -7 0 0
4300 430 300.525 300.373 300.259 300.159 300.063 299.956 299.844 299.737 299.624 299.481 5.9492e+08 53.6222 29.746 61 55 0 -6 0 0
4310 431 300.527 300.375 300.257 300.161 300.062 299.957 299.844 299.738 299.625 299.478 5.93742e+08 53.3931 29.6871 58 58 0 0 0 0
4320 432 300.528 300.378 300.255 300.161 300.063 299.954 299.85 299.733 299.624 299.479 5.94391e+08 53.3797 29.7195 57 60 0 3 0 0
4330 433 300.53 300.38 300.254 300.159 300.066 299.954 299.849 299.735 299.623 299.477 5.93679e+08 53.2065 29.6839 51 60 0 9 0 0
4340 434 300.525 300.386 300.255 300.157 300.064 299.957 299.846 299.742 299.62 299.472 5.94734e+08 53.2159 29.7367 54 63 0 9 0 0
4350 435 300.526 300.387 300.259 300.151 300.065 299.956 299.848 299.742 299.622 299.469 5.93188e+08 52.9853 29.6594 45 46 0 1 0 0
4360 436 300.525 300.388 300.264 300.15 300.062 299.955 299.849 299.747 299.616 299.471 5.94537e+08 53.0992 29.7268 46 55 0 9 0 0
4370 437 300.525 300.39 300.263 300.149 300.058 299.957 299.848 299.75 299.62 299.469 5.9478e+08 53.1678 29.739 52 63 0 11 0 0
4380 438 300.533 300.388 300.262 300.15 300.057 299.957 299.849 299.746 299.623 299.467 5.94759e+08 52.9431 29.738 48 54 0 6 0 0
4390 439 300.541 300.384 300.259 300.157 300.052 299.956 299.851 299.747 299.624 299.468 5.95324e+08 52.9457 29.7662 62 56 0 -6 0 0
4400 440 300.537 300.38 300.264 300.153 300.051 299.96 299.847 299.749 299.625 299.471 5.95864e+08 53.25 29.7932 42 50 0 8 0 0
4410 441 300.535 300.38 300.264 300.151 300.052 299.959 299.849 299.747 299.624 299.479 5.97926e+08 53.6568 29.8963 48 48 0 0 0 0
4420 442 300.528 300.381 300.262 300.155 300.051 299.953 299.854 299.746 299.621 299.485 5.98804e+08 54.0438 29.9402 40 64 0 24 0 0
4430 443 300.53 300.373 300.265 300.153 300.054 299.95 299.853 299.747 299.625 299.479 5.97529e+08 53.8951 29.8765 50 53 0 3 0 0
4440 444 300.531 300.373 300.267 300.151 300.056 299.95 299.856 299.743 299.627 299.478 5.94985e+08 53.6427 29.7493 56 54 0 -2 0 0
4450 445 300.521 300.376 300.264 300.152 300.053 299.952 299.853 299.745 299.629 299.477 5.96257e+08 53.9696 29.8128 51 45 0 -6 0 0
4460 446 300.522 300.375 300.261 300.155 300.053 299.951 299.852 299.745 299.632 299.474 5.96252e+08 53.9733 29.8126 42 43 0 1 0 0
4470 447 300.516 300.378 300.26 300.157 300.053 299.95 299.853 299.747 299.63 299.477 5.94072e+08 53.9693 29.7036 53 49 0 -4 0 0
4480 448 300.516 300.378 300.259 300.159 300.051 299.952 299.853 299.745 299.63 299.485 5.9506e+08 54.2111 29.753 46 48 0 2 0 0
4490 449 300.513 300.381 300.254 300.163 300.051 299.951 299.85 299.746 299.631 299.484 5.95406e+08 54.3102 29.7703 48 58 0 10 0 0
4500 450 300.52 300.378 300.256 300.164 300.053 299.95 299.848 299.743 299.632 299.482 5.9318e+08 53.8717 29.659 54 51 0 -3 0 0
4510 451 300.526 300.377 300.255 300.16 300.057 299.948 299.852 299.745 299.626 299.483 5.91461e+08 53.5211 29.573 52 53 0 1 0 0
4520 452 300.521 300.376 300.262 300.157 300.057 299.948 299.851 299.747 299.624 299.486 5.93023e+08 53.7968 29.6511 57 49 0 -8 0 0
4530 453 300.524 300.375 300.266 300.153 300.059 299.948 299.852 299.744 299.624 299.489 5.93676e+08 53.8535 29.6838 56 51 0 -5 0 0
4540 454 300.524 300.376 300.267 300.15 300.059 299.952 299.852 299.738 299.631 299.483 5.91546e+08 53.5303 29.5773 56 53 0 -3 0 0
4550 455 300.526 300.375 300.265 300.156 300.054 299.955 299.853 299.735 299.63 299.48 5.92347e+08 53.4706 29.6173 50 60 0 10 0 0
4560 456 300.519 300.379 300.264 300.158 300.056 299.952 299.856 299.734 299.631 299.48 5.94234e+08 53.7313 29.7117 58 57 0 -1 0 0
4570 457 300.52 300.376 300.264 300.164 300.053 299.954 299.849 299.741 299.631 299.478 5.92658e+08 53.5525 29.6329 59 48 0 -11 0 0
4580 458 300.517 300.376 300.261 300.167 300.054 299.953 299.848 299.739 299.634 299.474 5.94385e+08 53.7533 29.7193 41 58 0 17 0 0
4590 459 300.512 300.376 300.266 300.162 300.059 299.953 299.849 299.736 299.636 299.471 5.94891e+08 53.8027 29.7446 46 57 0 11 0 0
4600 460 300.519 300.374 300.263 300.164 300.058 299.953 299.851 299.739 299.627 299.475 5.92883e+08 53.4776 29.6441 60 48 0 -12 0 0
4610 461 300.516 300.373 300.261 300.166 300.061 299.951 299.849 299.747 299.619 299.476 5.92552e+08 53.5312 29.6276 45 54 0 9 0 0
4620 462 300.521 300.372 300.261 300.165 300.059 299.958 299.841 299.747 299.623 299.475 5.91205e+08 53.318 29.5602 45 58 0 13 0 0
4630 463 300.52 300.373 300.26 300.161 300.063 299.957 299.846 299.746 299.621 299.475 5.91113e+08 53.335 29.5556 65 42 0 -23 0 0
4640 464 300.523 300.374 300.261 300.157 300.06 299.959 299.848 299.744 299.626 299.474 5.9328e+08 53.5072 29.664 62 47 0 -15 0 0
4650 465 300.523 300.377 300.262 300.155 300.059 299.96 299.847 299.744 299.626 299.469 5.93724e+08 53.35 29.6862 55 53 0 -2 0 0
4660 466 300.527 300.384 300.256 300.153 300.058 299.96 299.854 299.741 299.625 299.467 5.9187e+08 53.0451 29.5935 51 53 0 2 0 0
4670 467 300.521 300.384 300.255 300.155 300.053 299.962 299.858 299.738 299.623 299.472 5.93553e+08 53.4159 29.6777 51 51 0 0 0 0
4680 468 300.524 300.388 300.257 300.156 300.05 299.959 299.861 299.742 299.621 299.475 5.93362e+08 53.3107 29.6681 48 56 0 8 0 0
4690 469 300.534 300.381 300.261 300.153 300.052 299.959 299.854 299.746 299.622 299.474 5.90556e+08 52.9169 29.5278 44 55 0 11 0 0
4700 470 300.533 300.375 300.264 300.154 300.052 299.96 299.851 299.744 299.621 299.48 5.92867e+08 53.2588 29.6434 45 37 0 -8 0 0
4710 471 300.528 300.372 300.264 300.157 300.047 299.96 299.85 299.745 299.622 299.478 5.96363e+08 53.711 29.8181 44 59 0 15 0 0
4720 472 300.526 300.372 300.264 300.157 300.052 299.957 299.846 299.747 299.62 299.479 5.9582e+08 53.7317 29.791 47 46 0 -1 0 0
4730 473 300.528 300.368 300.266 300.155 300.057 299.953 299.847 299.748 299.622 299.48 5.96199e+08 53.8627 29.81 51 48 0 -3 0 0
4740 474 300.524 300.367 300.268 300.154 300.057 299.954 299.847 299.748 299.618 299.484 5.95864e+08 53.9529 29.7932 47 45 0 -2 0 0
4750 475 300.521 300.367 300.268 300.157 300.057 299.951 299.85 299.746 299.619 299.483 5.96422e+08 54.029 29.8211 53 43 0 -10 0 0
4760 476 300.52 300.369 300.264 300.158 300.057 299.949 299.849 299.739 299.625 299.485 5.96203e+08 54.08 29.8101 58 50 0 -8 0 0
4770 477 300.515 300.373 300.265 300.157 300.052 299.955 299.848 299.741 299.622 299.482 5.97812e+08 54.1888 29.8906 60 60 0 0 0 0
4780 478 300.516 300.378 300.263 300.159 300.049 299.956 299.842 299.743 299.622 299.482 5.95689e+08 53.8725 29.7844 51 46 0 -5 0 0
4790 479 300.522 300.378 300.26 300.162 300.049 299.952 299.843 299.744 299.624 299.481 5.94884e+08 53.6817 29.7442 40 56 0 16 0 0
4800 480 300.529 300.381 300.257 300.161 300.051 299.949 299.844 299.742 299.625 299.481 5.91284e+08 53.1445 29.5642 45 56 0 11 0 0
4810 481 300.526 300.38 300.26 300.158 300.053 299.947 299.847 299.736 299.631 299.472 5.92007e+08 53.1154 29.6004 58 63 0 5 0 0
4820 482 300.529 300.379 300.261 300.159 300.051 299.95 299.844 299.735 299.632 299.472 5.90972e+08 52.9433 29.5486 43 53 0 10 0 0
4830 483 300.53 300.378 300.263 300.157 300.048 299.949 299.843 299.736 299.631 299.475 5.91873e+08 53.0727 29.5936 53 49 0 -4 0 0
4840 484 300.534 300.377 300.266 300.158 300.045 299.948 299.845 299.737 299.631 299.473 5.91715e+08 52.8743 29.5857 48 47 0 -1 0 0
4850 485 300.532 300.377 300.266 300.157 300.047 299.943 299.846 299.739 299.629 299.474 5.90313e+08 52.8147 29.5156 54 42 0 -12 0 0
4860 486 300.532 300.379 300.267 300.155 300.046 299.941 299.849 299.74 299.627 299.475 5.91925e+08 52.9764 29.5963 48 51 0 3 0 0
4870 487 300.53 300.383 300.266 300.146 300.051 299.944 299.846 299.742 299.628 299.474 5.95059e+08 53.2966 29.753 54 55 0 1 0 0
4880 488 300.533 300.385 300.264 300.143 300.055 299.944 299.841 299.746 299.628 299.476 5.93232e+08 53.1311 29.6616 54 51 0 -3 0 0
4890 489 300.536 300.38 300.263 300.147 300.05 299.95 299.836 299.746 299.625 299.477 5.95013e+08 53.2348 29.7506 43 55 0 12 0 0
4900 490 300.53 300.385 300.26 300.148 300.045 299.951 299.838 299.744 299.627 299.477 5.96737e+08 53.562 29.8369 54 55 0 1 0 0
4910 491 300.529 300.385 300.263 300.144 300.046 299.949 299.841 299.739 299.63 299.476 5.97466e+08 53.6073 29.8733 46 50 0 4 0 0
4920 492 300.525 300.382 300.263 300.144 300.049 299.945 299.844 299.739 299.626 299.483 5.98577e+08 53.9849 29.9288 57 48 0 -9 0 0
4930 493 300.523 300.381 300.261 300.147 300.046 299.942 299.843 299.741 299.628 299.479 5.99523e+08 54.1116 29.9761 56 41 0 -15 0 0
4940 494 300.524 300.381 300.257 300.152 300.044 299.942 299.842 299.74 299.631 299.477 5.97113e+08 53.8787 29.8557 53 41 0 -12 0 0
4950 495 300.523 300.376 300.262 300.15 300.045 299.94 299.841 299.745 299.629 299.473 5.9657e+08 53.772 29.8285 57 56 0 -1 0 0
4960 496 300.526 300.371 300.263 300.154 300.042 299.939 299.844 299.745 299.629 299.471 5.97788e+08 53.8457 29.8894 60 60 0 0 0 0
4970 497 300.527 300.372 300.262 300.154 300.043 299.939 299.844 299.747 299.627 299.47 5.97475e+08 53.7347 29.8738 65 52 0 -13 0 0
4980 498 300.53 300.372 300.259 300.156 300.041 299.943 299.845 299.741 299.627 299.47 5.98062e+08 53.7032 29.9031 52 53 0 1 0 0
4990 499 300.526 300.374 300.258 300.153 300.041 299.947 299.844 299.739 299.628 299.475 5.96381e+08 53.7843 29.819 41 54 0 13 0 0
5000 500 300.521 300.372 300.259 300.153 300.043 299.948 299.845 299.739 299.624 299.481 5.96355e+08 54.0131 29.8177 50 52 0 2 0 0
5010 501 300.52 300.377 300.255 300.152 300.043 299.95 299.847 299.738 299.622 299.478 5.96697e+08 53.912 29.8348 46 59 0 13 0 0
5020 502 300.523 300.371 300.254 300.153 300.049 299.941 299.852 299.739 299.62 299.474 5.95942e+08 53.7698 29.7971 56 63 0 7 0 0
5030 503 300.522 300.372 300.255 300.15 300.054 299.941 299.853 299.741 299.619 299.474 5.95378e+08 53.7535 29.7689 43 57 0 14 0 0
5040 504 300.521 300.374 300.256 300.149 300.053 299.943 299.855 299.743 299.616 299.474 5.94524e+08 53.6605 29.7262 52 60 0 8 0 0
5050 505 300.522 300.375 300.256 300.142 300.056 299.945 299.851 299.744 299.614 299.48 5.92614e+08 53.5612 29.6307 48 58 0 10 0 0
5060 506 300.517 300.374 300.256 300.145 300.055 299.95 299.85 299.743 299.617 299.475 5.91189e+08 53.4885 29.5594 50 50 0 0 0 0
5070 507 300.513 300.375 300.253 300.152 300.049 299.953 299.851 299.743 299.618 299.475 5.89008e+08 53.4484 29.4504 46 42 0 -4 0 0
5080 508 300.512 300.376 300.252 300.154 300.047 299.952 299.852 299.744 299.616 299.476 5.87876e+08 53.3462 29.3938 46 51 0 5 0 0
5090 509 300.514 300.371 300.255 300.157 300.046 299.955 299.851 299.743 299.617 299.477 5.88051e+08 53.3845 29.4026 54 52 0 -2 0 0
5100 510 300.52 300.368 300.257 300.155 300.046 299.956 299.853 299.743 299.616 299.48 5.88231e+08 53.3471 29.4116 50 54 0 4 0 0
5110 511 300.519 300.37 300.257 300.154 300.047 299.955 299.858 299.74 299.619 299.478 5.85725e+08 53.1282 29.2862 61 59 0 -2 0 0
5120 512 300.52 300.373 300.255 300.151 300.051 299.958 299.856 299.738 299.622 299.479 5.88333e+08 53.3512 29.4167 44 59 0 15 0 0
5130 513 300.519 300.375 300.256 300.147 300.054 299.956 299.855 299.74 299.625 299.479 5.88497e+08 53.4628 29.4248 35 50 0 15 0 0
5140 514 300.522 300.376 300.253 300.149 300.055 299.96 299.85 299.742 299.627 299.475 5.87441e+08 53.2146 29.3721 49 49 0 0 0 0
5150 515 300.525 300.381 300.254 300.145 300.06 299.959 299.848 299.742 299.624 299.48 5.88445e+08 53.1807 29.4222 53 50 0 -3 0 0
5160 516 300.529 300.381 300.254 300.15 300.055 299.958 299.85 299.74 299.627 299.475 5.88803e+08 53.0068 29.4401 56 63 0 7 0 0
5170 517 300.531 300.381 300.254 300.157 300.052 299.959 299.851 299.74 299.628 299.474 5.88034e+08 52.83 29.4017 44 42 0 -2 0 0
5180 518 300.532 300.377 300.257 300.157 300.051 299.956 299.851 299.742 299.626 299.478 5.88621e+08 52.9935 29.431 49 46 0 -3 0 0
5190 519 300.531 300.379 300.257 300.156 300.053 299.959 299.848 299.74 299.628 299.48 5.89477e+08 53.0985 29.4738 49 44 0 -5 0 0
5200 520 300.535 300.373 300.259 300.158 300.058 299.952 299.848 299.739 299.632 299.482 5.89778e+08 53.1662 29.4889 51 48 0 -3 0 0
5210 521 300.538 300.372 300.26 300.159 300.061 299.952 299.843 299.739 299.633 299.483 5.91394e+08 53.252 29.5697 52 52 0 0 0 0
5220 522 300.532 300.372 300.263 300.155 300.065 299.948 299.845 299.742 299.629 299.49 5.89441e+08 53.3496 29.4721 45 40 0 -5 0 0
5230 523 300.525 300.377 300.263 300.15 300.071 299.945 299.846 299.741 299.629 299.487 5.90852e+08 53.4853 29.5426 54 47 0 -7 0 0
5240 524 300.522 300.377 300.264 300.153 300.07 299.946 299.844 299.74 299.63 299.483 5.92573e+08 53.5613 29.6287 43 61 0 18 0 0
5250 525 300.525 300.375 300.262 300.158 300.065 299.952 299.843 299.739 299.631 299.481 5.91226e+08 53.376 29.5613 49 45 0 -4 0 0
5260 526 300.523 300.377 300.259 300.161 300.059 299.956 299.842 299.738 299.635 299.478 5.91755e+08 53.472 29.5877 51 45 0 -6 0 0
5270 527 300.521 300.376 300.261 300.159 300.055 299.964 299.843 299.736 299.636 299.481 5.92041e+08 53.6613 29.602 50 53 0 3 0 0
5280 528 300.519 300.371 300.265 300.158 300.054 299.964 299.841 299.74 299.63 299.484 5.94166e+08 53.9389 29.7083 51 47 0 -4 0 0
5290 529 300.517 300.37 300.265 300.159 300.054 299.963 299.844 299.741 299.624 299.488 5.9529e+08 54.1597 29.7645 50 45 0 -5 0 0
5300 530 300.514 300.375 300.269 300.155 300.054 299.958 299.85 299.737 299.626 299.489 5.95143e+08 54.1596 29.7572 56 50 0 -6 0 0
5310 531 300.513 300.377 300.266 300.155 300.056 299.952 299.852 299.743 299.624 299.487 5.94567e+08 54.0834 29.7284 56 48 0 -8 0 0
5320 532 300.517 300.377 300.264 300.157 300.057 299.947 299.854 299.743 299.624 299.487 5.91847e+08 53.7645 29.5924 63 44 0 -19 0 0
5330 533 300.521 300.38 300.267 300.157 300.056 299.944 299.855 299.742 299.628 299.485 5.91816e+08 53.5915 29.5908 47 52 0 5 0 0
5340 534 300.523 300.375 300.272 300.16 300.05 299.944 299.854 299.74 299.632 299.484 5.93392e+08 53.7106 29.6696 42 53 0 11 0 0
5350 535 300.523 300.375 300.272 300.162 300.049 299.946 299.849 299.746 299.63 299.486 5.94667e+08 53.8689 29.7333 47 51 0 4 0 0
5360 536 300.525 300.374 300.272 300.165 300.045 299.946 299.845 299.751 299.625 299.492 5.94285e+08 53.8723 29.7142 42 57 0 15 0 0
5370 537 300.523 300.376 300.271 300.164 300.049 299.947 299.84 299.752 299.63 299.482 5.92066e+08 53.4998 29.6033 38 44 0 6 0 0
5380 538 300.523 300.38 300.265 300.166 300.053 299.944 299.839 299.75 299.634 299.477 5.92028e+08 53.3648 29.6014 55 47 0 -8 0 0
5390 539 300.522 300.385 300.263 300.162 300.057 299.943 299.84 299.746 299.64 299.475 5.92065e+08 53.368 29.6032 49 44 0 -5 0 0
5400 540 300.525 300.385 300.263 300.161 300.058 299.944 299.841 299.746 299.639 299.482 5.96341e+08 53.8575 29.817 40 42 0 2 0 0
5410 541 300.522 300.386 300.269 300.155 300.059 299.944 299.847 299.741 299.639 299.48 5.97908e+08 53.9454 29.8954 50 48 0 -2 0 0
5420 542 300.527 300.388 300.264 300.157 300.057 299.943 299.851 299.744 299.631 299.488 5.99227e+08 54.0667 29.9613 46 45 0 -1 0 0
5430 543 300.527 300.388 300.268 300.157 300.052 299.945 299.851 299.746 299.624 299.49 5.97904e+08 53.8691 29.8952 50 39 0 -11 0 0
5440 544 300.528 300.386 300.273 300.155 300.045 299.95 299.852 299.748 299.625 299.482 5.96742e+08 53.6042 29.8371 41 55 0 14 0 0
5450 545 300.532 300.391 300.264 300.158 300.045 299.952 299.852 299.748 299.627 299.481 5.98145e+08 53.6172 29.9073 47 49 0 2 0 0
5460 546 300.534 300.391 300.261 300.164 300.042 299.95 299.858 299.743 299.631 299.476 5.97463e+08 53.4718 29.8732 42 59 0 17 0 0
5470 547 300.534 300.392 300.256 300.16 300.047 299.952 299.857 299.741 299.634 299.476 5.97101e+08 53.5211 29.8551 46 43 0 -3 0 0
5480 548 300.537 300.391 300.257 300.159 300.043 299.962 299.85 299.747 299.631 299.477 5.98317e+08 53.5973 29.9159 50 43 0 -7 0 0
5490 549 300.544 300.385 300.258 300.157 300.047 299.96 299.85 299.747 299.633 299.48 5.98675e+08 53.6904 29.9338 38 46 0 8 0 0
5500 550 300.541 300.382 300.261 300.149 300.053 299.958 299.853 299.749 299.632 299.482 5.99288e+08 53.9669 29.9644 52 47 0 -5 0 0
