# timestep time_ps T_1 T_2 T_3 T_4 T_5 T_6 T_7 T_8 T_9 T_10 heatflux kappa_int kappa_eff absorbed injected recovered net hs_injected hs_injected_energy_ev
8430 843 300.782 300.597 300.425 300.254 300.088 299.922 299.754 299.587 299.412 299.225 1.12894e+08 66.1175 56.4471 11 17 0 6 0 0
8440 844 300.781 300.597 300.425 300.255 300.088 299.922 299.754 299.587 299.412 299.225 1.13709e+08 66.6137 56.8546 14 8 0 -6 0 0
8450 845 300.782 300.597 300.425 300.255 300.088 299.922 299.754 299.587 299.413 299.225 1.13782e+08 66.6666 56.8909 13 11 0 -2 0 0
8460 846 300.782 300.597 300.424 300.256 300.088 299.922 299.754 299.587 299.413 299.226 1.13813e+08 66.7038 56.9066 11 11 0 0 0 0
8470 847 300.782 300.597 300.425 300.256 300.088 299.923 299.754 299.587 299.413 299.226 1.13362e+08 66.4416 56.6812 12 10 0 -2 0 0
8480 848 300.782 300.597 300.425 300.256 300.088 299.923 299.754 299.587 299.413 299.226 1.14267e+08 66.9921 57.1336 18 5 0 -13 0 0
8490 849 300.782 300.597 300.425 300.256 300.088 299.923 299.754 299.587 299.414 299.227 1.1424e+08 66.9822 57.12 11 15 0 4 0 0
8500 850 300.783 300.597 300.425 300.256 300.088 299.923 299.754 299.588 299.414 299.227 1.14216e+08 66.9512 57.108 13 12 0 -1 0 0
8510 851 300.783 300.597 300.425 300.255 300.089 299.922 299.754 299.588 299.413 299.227 1.14835e+08 67.3161 57.4175 13 7 0 -6 0 0
8520 852 300.783 300.597 300.425 300.255 300.089 299.923 299.754 299.588 299.414 299.226 1.14739e+08 67.2586 57.3693 23 10 0 -13 0 0
8530 853 300.784 300.597 300.425 300.255 300.089 299.923 299.754 299.589 299.414 299.226 1.15091e+08 67.4668 57.5457 12 12 0 0 0 0
8540 854 300.784 300.596 300.426 300.255 300.089 299.922 299.755 299.589 299.414 299.226 1.14975e+08 67.3979 57.4873 11 15 0 4 0 0
8550 855 300.784 300.596 300.426 300.255 300.088 299.923 299.755 299.59 299.414 299.226 1.14999e+08 67.438 57.4993 11 10 0 -1 0 0
8560 856 300.784 300.595 300.425 300.255 300.088 299.923 299.755 299.59 299.414 299.226 1.15086e+08 67.5035 57.5432 12 17 0 5 0 0
8570 857 300.784 300.595 300.425 300.255 300.089 299.923 299.755 299.59 299.414 299.226 1.14681e+08 67.2676 57.3405 10 15 0 5 0 0
8580 858 300.785 300.595 300.424 300.255 300.089 299.923 299.756 299.59 299.414 299.226 1.14728e+08 67.2928 57.3641 16 11 0 -5 0 0
8590 859 300.785 300.596 300.424 300.255 300.089 299.923 299.756 299.591 299.414 299.225 1.14193e+08 66.9582 57.0965 4 12 0 8 0 0
8600 860 300.785 300.596 300.424 300.255 300.089 299.924 299.756 299.591 299.414 299.226 1.13718e+08 66.7017 56.8589 20 12 0 -8 0 0
8610 861 300.785 300.596 300.424 300.256 300.089 299.923 299.756 299.591 299.414 299.226 1.13941e+08 66.835 56.9705 9 11 0 2 0 0
8620 862 300.785 300.596 300.424 300.256 300.09 299.923 299.756 299.591 299.414 299.225 1.14103e+08 66.9111 57.0516 15 13 0 -2 0 0
8630 863 300.785 300.595 300.425 300.256 300.09 299.924 299.756 299.592 299.414 299.225 1.14069e+08 66.8844 57.0346 15 15 0 0 0 0
8640 864 300.784 300.596 300.425 300.256 300.09 299.924 299.756 299.592 299.415 299.225 1.14205e+08 66.9775 57.1027 14 12 0 -2 0 0
8650 865 300.785 300.596 300.425 300.256 300.09 299.924 299.757 299.592 299.415 299.225 1.14205e+08 66.9751 57.1025 9 16 0 7 0 0
8660 866 300.784 300.596 300.424 300.256 300.09 299.924 299.756 299.592 299.415 299.224 1.13715e+08 66.6897 56.8574 20 12 0 -8 0 0
8670 867 300.784 300.596 300.424 300.256 300.09 299.924 299.756 299.592 299.415 299.224 1.13664e+08 66.6885 56.832 9 12 0 3 0 0
8680 868 300.783 300.596 300.424 300.256 300.09 299.924 299.757 299.592 299.415 299.225 1.14027e+08 66.9223 57.0134 12 20 0 8 0 0
8690 869 300.783 300.596 300.424 300.257 300.089 299.924 299.757 299.593 299.416 299.224 1.14191e+08 67.017 57.0955 12 10 0 -2 0 0
8700 870 300.783 300.596 300.424 300.257 300.089 299.923 299.757 299.592 299.416 299.224 1.1408e+08 66.9607 57.0401 21 19 0 -2 0 0
8710 871 300.783 300.596 300.424 300.257 300.089 299.923 299.757 299.593 299.416 299.225 1.14381e+08 67.1575 57.1905 14 6 0 -8 0 0
8720 872 300.783 300.596 300.424 300.257 300.089 299.923 299.758 299.592 299.417 299.225 1.14539e+08 67.2642 57.2697 15 14 0 -1 0 0
8730 873 300.783 300.596 300.424 300.256 300.089 299.923 299.758 299.592 299.417 299.225 1.1454e+08 67.2708 57.2701 12 9 0 -3 0 0
8740 874 300.783 300.596 300.424 300.256 300.089 299.924 299.758 299.592 299.417 299.226 1.1419e+08 67.0887 57.0952 13 10 0 -3 0 0
8750 875 300.784 300.595 300.424 300.256 300.089 299.924 299.758 299.592 299.417 299.226 1.14758e+08 67.4173 57.3788 19 11 0 -8 0 0
8760 876 300.784 300.595 300.424 300.256 300.089 299.924 299.757 299.592 299.418 299.226 1.14548e+08 67.2929 57.274 10 15 0 5 0 0
8770 877 300.784 300.596 300.423 300.256 300.089 299.923 299.758 299.592 299.418 299.226 1.14301e+08 67.1497 57.1506 16 13 0 -3 0 0
8780 878 300.784 300.596 300.423 300.257 300.089 299.923 299.758 299.592 299.418 299.226 1.14281e+08 67.1371 57.1403 7 9 0 2 0 0
8790 879 300.785 300.595 300.423 300.257 300.089 299.923 299.758 299.592 299.418 299.227 1.14415e+08 67.2356 57.2073 12 12 0 0 0 0
8800 880 300.784 300.595 300.423 300.257 300.089 299.923 299.758 299.592 299.418 299.228 1.14093e+08 67.0709 57.0466 16 11 0 -5 0 0
8810 881 300.784 300.595 300.423 300.257 300.089 299.923 299.758 299.592 299.418 299.228 1.14795e+08 67.4915 57.3974 9 14 0 5 0 0
8820 882 300.784 300.596 300.423 300.257 300.088 299.923 299.758 299.592 299.418 299.228 1.14274e+08 67.1994 57.1371 14 9 0 -5 0 0
8830 883 300.784 300.595 300.423 300.257 300.088 299.923 299.758 299.593 299.418 299.228 1.1436e+08 67.2533 57.1799 12 8 0 -4 0 0
8840 884 300.784 300.595 300.423 300.257 300.089 299.923 299.757 299.593 299.419 299.229 1.14574e+08 67.4123 57.2872 19 12 0 -7 0 0
8850 885 300.784 300.595 300.423 300.256 300.088 299.923 299.758 299.593 299.419 299.229 1.14466e+08 67.3627 57.233 9 11 0 2 0 0
8860 886 300.783 300.595 300.423 300.256 300.09 299.922 299.757 299.593 299.419 299.229 1.14585e+08 67.4657 57.2924 10 11 0 1 0 0
8870 887 300.783 300.595 300.423 300.255 300.09 299.923 299.758 299.593 299.419 299.229 1.14473e+08 67.4154 57.2363 14 13 0 -1 0 0
8880 888 300.783 300.595 300.422 300.255 300.09 299.923 299.758 299.593 299.419 299.229 1.1375e+08 66.9916 56.8752 18 6 0 -12 0 0
8890 889 300.783 300.595 300.422 300.255 300.09 299.923 299.758 299.593 299.419 299.23 1.13655e+08 66.9315 56.8276 14 14 0 0 0 0
8900 890 300.782 300.595 300.422 300.256 300.09 299.923 299.758 299.593 299.419 299.23 1.13396e+08 66.8078 56.698 14 9 0 -5 0 0
8910 891 300.783 300.594 300.422 300.256 300.09 299.923 299.758 299.594 299.419 299.23 1.13618e+08 66.9546 56.809 8 13 0 5 0 0
8920 892 300.782 300.595 300.422 300.256 300.09 299.923 299.758 299.594 299.418 299.23 1.13838e+08 67.09 56.9189 11 18 0 7 0 0
8930 893 300.783 300.595 300.421 300.255 300.09 299.923 299.758 299.594 299.418 299.23 1.14014e+08 67.1867 57.0068 7 11 0 4 0 0
8940 894 300.783 300.595 300.421 300.255 300.09 299.923 299.758 299.594 299.418 299.23 1.13821e+08 67.0656 56.9106 12 14 0 2 0 0
8950 895 300.783 300.595 300.421 300.255 300.091 299.923 299.759 299.595 299.419 299.23 1.1396e+08 67.1717 56.9802 14 8 0 -6 0 0
8960 896 300.782 300.595 300.42 300.255 300.091 299.922 299.759 299.595 299.419 299.231 1.14149e+08 67.3183 57.0743 11 7 0 -4 0 0
8970 897 300.782 300.595 300.42 300.256 300.091 299.923 299.759 299.595 299.419 299.231 1.13634e+08 67.0154 56.8172 15 12 0 -3 0 0
8980 898 300.783 300.595 300.419 300.256 300.091 299.923 299.759 299.595 299.418 299.231 1.13323e+08 66.8353 56.6613 14 17 0 3 0 0
8990 899 300.783 300.595 300.419 300.256 300.091 299.923 299.759 299.595 299.419 299.23 1.13064e+08 66.6716 56.532 13 14 0 1 0 0
9000 900 300.782 300.596 300.419 300.256 300.091 299.923 299.759 299.595 299.419 299.23 1.13531e+08 66.9588 56.7655 11 17 0 6 0 0
9010 901 300.782 300.596 300.418 300.255 300.091 299.923 299.76 299.595 299.419 299.23 1.13314e+08 66.8471 56.6572 8 11 0 3 0 0
9020 902 300.782 300.596 300.418 300.255 300.091 299.923 299.76 299.595 299.419 299.23 1.13405e+08 66.9104 56.7027 7 10 0 3 0 0
9030 903 300.782 300.595 300.418 300.255 300.091 299.923 299.76 299.595 299.419 299.23 1.1293e+08 66.6476 56.4651 14 14 0 0 0 0
9040 904 300.782 300.595 300.418 300.255 300.09 299.923 299.761 299.595 299.419 299.23 1.12731e+08 66.5263 56.3656 7 10 0 3 0 0
9050 905 300.781 300.596 300.419 300.255 300.09 299.923 299.761 299.595 299.419 299.231 1.12952e+08 66.6682 56.4762 11 13 0 2 0 0
9060 906 300.781 300.596 300.418 300.255 300.089 299.923 299.761 299.595 299.419 299.231 1.12973e+08 66.6937 56.4865 11 12 0 1 0 0
9070 907 300.781 300.596 300.418 300.255 300.089 299.924 299.761 299.595 299.419 299.231 1.13095e+08 66.7776 56.5476 8 15 0 7 0 0
9080 908 300.78 300.596 300.418 300.254 300.089 299.924 299.761 299.595 299.419 299.232 1.13019e+08 66.7659 56.5094 14 6 0 -8 0 0
9090 909 300.78 300.596 300.417 300.254 300.089 299.924 299.76 299.595 299.419 299.232 1.1258e+08 66.5067 56.2898 7 12 0 5 0 0
9100 910 300.78 300.595 300.417 300.254 300.088 299.924 299.76 299.595 299.418 299.232 1.12505e+08 66.4661 56.2524 17 15 0 -2 0 0
9110 911 300.78 300.595 300.417 300.254 300.088 299.924 299.76 299.595 299.418 299.232 1.11937e+08 66.1329 55.9685 4 9 0 5 0 0
9120 912 300.78 300.595 300.417 300.254 300.088 299.924 299.76 299.595 299.419 299.232 1.11604e+08 65.9598 55.8018 11 12 0 1 0 0
9130 913 300.78 300.595 300.416 300.255 300.088 299.925 299.76 299.595 299.419 299.232 1.1151e+08 65.9097 55.7548 15 14 0 -1 0 0
9140 914 300.78 300.595 300.416 300.255 300.088 299.925 299.76 299.595 299.419 299.232 1.11808e+08 66.1024 55.9041 8 5 0 -3 0 0
9150 915 300.779 300.595 300.416 300.255 300.088 299.925 299.76 299.595 299.419 299.233 1.11774e+08 66.0896 55.887 14 7 0 -7 0 0
9160 916 300.779 300.596 300.416 300.255 300.088 299.925 299.76 299.595 299.419 299.233 1.12249e+08 66.3719 56.1247 6 11 0 5 0 0
9170 917 300.779 300.596 300.415 300.255 300.088 299.926 299.76 299.595 299.419 299.233 1.12072e+08 66.2873 56.0362 11 14 0 3 0 0
9180 918 300.778 300.595 300.415 300.255 300.088 299.926 299.76 299.596 299.419 299.233 1.12246e+08 66.4254 56.1229 10 8 0 -2 0 0
9190 919 300.777 300.595 300.415 300.255 300.088 299.927 299.759 299.596 299.419 299.233 1.11987e+08 66.2917 55.9937 9 16 0 7 0 0
9200 920 300.776 300.596 300.415 300.255 300.088 299.927 299.76 299.596 299.419 299.233 1.11589e+08 66.0732 55.7944 13 10 0 -3 0 0
9210 921 300.776 300.596 300.415 300.254 300.088 299.928 299.76 299.596 299.419 299.233 1.11119e+08 65.8019 55.5594 16 11 0 -5 0 0
9220 922 300.777 300.595 300.415 300.255 300.088 299.927 299.76 299.596 299.419 299.234 1.11127e+08 65.8139 55.5637 7 10 0 3 0 0
9230 923 300.776 300.595 300.415 300.254 300.088 299.927 299.76 299.596 299.418 299.234 1.11347e+08 65.9553 55.6734 14 13 0 -1 0 0
9240 924 300.776 300.595 300.415 300.255 300.088 299.927 299.76 299.596 299.419 299.234 1.11046e+08 65.7869 55.5231 10 10 0 0 0 0
9250 925 300.776 300.595 300.414 300.255 300.087 299.927 299.76 299.596 299.419 299.234 1.11339e+08 65.9818 55.6693 6 15 0 9 0 0
9260 926 300.776 300.594 300.414 300.254 300.087 299.928 299.761 299.597 299.419 299.234 1.11401e+08 66.0466 55.7005 10 14 0 4 0 0
9270 927 300.777 300.594 300.415 300.254 300.087 299.928 299.76 299.597 299.419 299.234 1.11006e+08 65.8064 55.5031 18 13 0 -5 0 0
9280 928 300.777 300.594 300.415 300.254 300.087 299.928 299.76 299.597 299.419 299.235 1.11078e+08 65.84 55.5392 12 17 0 5 0 0
9290 929 300.777 300.594 300.415 300.254 300.088 299.928 299.76 299.596 299.419 299.234 1.11045e+08 65.8067 55.5224 10 15 0 5 0 0
9300 930 300.777 300.594 300.415 300.254 300.088 299.928 299.76 299.596 299.419 299.234 1.11438e+08 66.037 55.7188 14 7 0 -7 0 0
9310 931 300.777 300.594 300.415 300.254 300.088 299.928 299.761 299.596 299.42 299.234 1.12082e+08 66.4086 56.0412 11 18 0 7 0 0
9320 932 300.778 300.593 300.415 300.254 300.088 299.928 299.761 299.596 299.42 299.233 1.1146e+08 66.0391 55.7299 13 11 0 -2 0 0
9330 933 300.778 300.593 300.415 300.254 300.089 299.927 299.762 299.595 299.42 299.233 1.11555e+08 66.0967 55.7777 7 16 0 9 0 0
9340 934 300.778 300.593 300.415 300.254 300.089 299.927 299.762 299.595 299.42 299.233 1.11236e+08 65.9182 55.6179 13 9 0 -4 0 0
9350 935 300.778 300.592 300.415 300.254 300.089 299.928 299.763 299.595 299.42 299.233 1.11193e+08 65.8978 55.5966 8 12 0 4 0 0
9360 936 300.778 300.593 300.415 300.254 300.089 299.928 299.763 299.595 299.42 299.233 1.11191e+08 65.8877 55.5955 15 16 0 1 0 0
9370 937 300.778 300.593 300.414 300.253 300.089 299.928 299.763 299.595 299.421 299.233 1.11412e+08 66.0329 55.706 9 15 0 6 0 0
9380 938 300.778 300.592 300.414 300.253 300.089 299.929 299.764 299.595 299.421 299.233 1.11322e+08 65.9896 55.6609 14 8 0 -6 0 0
9390 939 300.778 300.593 300.414 300.253 300.09 299.928 299.764 299.595 299.421 299.232 1.11504e+08 66.0966 55.7518 13 8 0 -5 0 0
9400 940 300.778 300.593 300.414 300.253 300.089 299.928 299.764 299.595 299.422 299.232 1.10912e+08 65.7371 55.456 11 12 0 1 0 0
9410 941 300.778 300.592 300.414 300.253 300.09 299.928 299.765 299.594 299.422 299.232 1.11378e+08 66.0257 55.6888 16 21 0 5 0 0
9420 942 300.779 300.592 300.414 300.253 300.09 299.928 299.765 299.594 299.423 299.232 1.11507e+08 66.0988 55.7533 10 7 0 -3 0 0
9430 943 300.779 300.592 300.414 300.253 300.09 299.928 299.765 299.594 299.423 299.231 1.11018e+08 65.8046 55.5091 3 14 0 11 0 0
9440 944 300.779 300.592 300.414 300.253 300.09 299.928 299.766 299.595 299.423 299.232 1.11162e+08 65.9034 55.581 13 11 0 -2 0 0
9450 945 300.779 300.591 300.415 300.253 300.09 299.928 299.766 299.595 299.424 299.231 1.11454e+08 66.0839 55.7272 15 4 0 -11 0 0
9460 946 300.779 300.591 300.414 300.253 300.09 299.928 299.766 299.594 299.423 299.231 1.11926e+08 66.3675 55.9632 9 13 0 4 0 0
9470 947 300.78 300.591 300.414 300.252 300.091 299.928 299.766 299.594 299.423 299.232 1.11521e+08 66.1452 55.7606 10 12 0 2 0 0
9480 948 300.78 300.59 300.414 300.252 300.091 299.928 299.766 299.595 299.424 299.232 1.11448e+08 66.1119 55.7242 11 13 0 2 0 0
9490 949 300.78 300.59 300.414 300.252 300.091 299.928 299.767 299.595 299.424 299.233 1.11326e+08 66.068 55.663 13 7 0 -6 0 0
9500 950 300.78 300.589 300.414 300.252 300.091 299.927 299.767 299.595 299.424 299.233 1.113e+08 66.0572 55.6502 9 12 0 3 0 0
9510 951 300.781 300.589 300.414 300.251 300.091 299.927 299.767 299.595 299.424 299.233 1.11037e+08 65.9083 55.5185 17 9 0 -8 0 0
9520 952 300.78 300.589 300.414 300.25 300.092 299.927 299.767 299.595 299.424 299.233 1.11757e+08 66.3519 55.8787 10 17 0 7 0 0
9530 953 300.781 300.588 300.415 300.25 300.092 299.927 299.767 299.596 299.425 299.233 1.11995e+08 66.5081 55.9973 15 10 0 -5 0 0
9540 954 300.781 300.588 300.414 300.25 300.092 299.927 299.766 299.596 299.424 299.233 1.11896e+08 66.4362 55.948 10 18 0 8 0 0
9550 955 300.781 300.588 300.414 300.25 300.093 299.927 299.766 299.596 299.424 299.233 1.11857e+08 66.4258 55.9283 13 4 0 -9 0 0
9560 956 300.78 300.588 300.415 300.25 300.092 299.927 299.766 299.596 299.425 299.233 1.11952e+08 66.4887 55.976 8 17 0 9 0 0
9570 957 300.78 300.588 300.414 300.25 300.092 299.927 299.767 299.596 299.424 299.233 1.11925e+08 66.4822 55.9626 11 13 0 2 0 0
9580 958 300.78 300.588 300.414 300.25 300.092 299.927 299.767 299.597 299.425 299.234 1.12117e+08 66.6218 56.0586 12 9 0 -3 0 0
9590 959 300.78 300.588 300.414 300.25 300.092 299.927 299.766 299.596 299.425 299.233 1.11935e+08 66.5156 55.9676 12 3 0 -9 0 0
9600 960 300.78 300.588 300.414 300.25 300.092 299.927 299.766 299.597 299.425 299.233 1.12298e+08 66.7196 56.1489 15 15 0 0 0 0
9610 961 300.781 300.588 300.415 300.25 300.092 299.927 299.766 299.597 299.425 299.233 1.12537e+08 66.8469 56.2685 11 17 0 6 0 0
9620 962 300.78 300.588 300.414 300.25 300.092 299.927 299.766 299.597 299.425 299.233 1.12477e+08 66.8226 56.2387 12 10 0 -2 0 0
9630 963 300.78 300.588 300.414 300.25 300.091 299.928 299.766 299.597 299.424 299.233 1.12326e+08 66.7467 56.1629 17 19 0 2 0 0
9640 964 300.781 300.588 300.413 300.249 300.091 299.928 299.767 299.597 299.424 299.233 1.1226e+08 66.6995 56.1299 13 10 0 -3 0 0
9650 965 300.78 300.588 300.414 300.25 300.091 299.928 299.766 299.597 299.424 299.232 1.12515e+08 66.8518 56.2575 5 9 0 4 0 0
9660 966 300.779 300.588 300.414 300.25 300.091 299.928 299.766 299.597 299.424 299.232 1.12967e+08 67.1403 56.4835 22 13 0 -9 0 0
9670 967 300.779 300.588 300.414 300.25 300.09 299.929 299.766 299.598 299.424 299.233 1.13502e+08 67.468 56.7508 12 13 0 1 0 0
9680 968 300.779 300.588 300.414 300.25 300.09 299.929 299.767 299.598 299.424 299.233 1.13515e+08 67.4792 56.7573 7 14 0 7 0 0
9690 969 300.779 300.588 300.413 300.25 300.09 299.929 299.767 299.598 299.424 299.233 1.13144e+08 67.2807 56.572 14 16 0 2 0 0
9700 970 300.779 300.588 300.413 300.25 300.091 299.929 299.768 299.598 299.424 299.234 1.13207e+08 67.3298 56.6034 10 17 0 7 0 0
9710 971 300.779 300.587 300.413 300.249 300.09 299.929 299.768 299.598 299.424 299.234 1.13574e+08 67.5975 56.7869 11 6 0 -5 0 0
9720 972 300.779 300.587 300.413 300.249 300.09 299.929 299.768 299.598 299.424 299.235 1.13309e+08 67.4454 56.6543 14 14 0 0 0 0
9730 973 300.778 300.587 300.413 300.25 300.09 299.929 299.768 299.599 299.424 299.236 1.1313e+08 67.3867 56.5648 16 13 0 -3 0 0
9740 974 300.778 300.587 300.413 300.249 300.09 299.929 299.768 299.599 299.424 299.236 1.13211e+08 67.4497 56.6057 8 8 0 0 0 0
9750 975 300.778 300.587 300.413 300.249 300.09 299.93 299.768 299.599 299.423 299.236 1.12567e+08 67.0722 56.2837 14 14 0 0 0 0
9760 976 300.778 300.587 300.413 300.249 300.09 299.93 299.768 299.599 299.423 299.237 1.12192e+08 66.8611 56.0962 16 11 0 -5 0 0
9770 977 300.777 300.587 300.412 300.248 300.09 299.93 299.769 299.599 299.424 299.236 1.12294e+08 66.9521 56.1471 12 15 0 3 0 0
9780 978 300.777 300.587 300.413 300.249 300.09 299.93 299.769 299.599 299.424 299.236 1.1244e+08 67.0325 56.22 11 8 0 -3 0 0
9790 979 300.777 300.587 300.412 300.249 300.09 299.93 299.769 299.599 299.424 299.236 1.12503e+08 67.071 56.2513 11 16 0 5 0 0
9800 980 300.776 300.587 300.412 300.249 300.09 299.931 299.769 299.599 299.424 299.235 1.11869e+08 66.6907 55.9343 16 19 0 3 0 0
9810 981 300.776 300.587 300.412 300.249 300.091 299.93 299.77 299.599 299.423 299.235 1.1099e+08 66.1616 55.4952 21 8 0 -13 0 0
9820 982 300.776 300.587 300.413 300.249 300.09 299.93 299.769 299.599 299.423 299.235 1.11349e+08 66.3714 55.6747 12 8 0 -4 0 0
9830 983 300.775 300.587 300.413 300.249 300.09 299.929 299.769 299.6 299.423 299.235 1.11534e+08 66.5077 55.7668 12 10 0 -2 0 0
9840 984 300.775 300.587 300.413 300.248 300.09 299.929 299.77 299.601 299.423 299.236 1.11267e+08 66.3711 55.6336 16 15 0 -1 0 0
9850 985 300.774 300.588 300.413 300.248 300.09 299.929 299.77 299.601 299.423 299.235 1.1132e+08 66.4094 55.6601 15 14 0 -1 0 0
9860 986 300.774 300.588 300.413 300.248 300.09 299.93 299.77 299.601 299.424 299.235 1.11008e+08 66.2275 55.5042 12 5 0 -7 0 0
9870 987 300.774 300.588 300.413 300.248 300.09 299.929 299.77 299.602 299.424 299.235 1.10344e+08 65.8377 55.1718 18 13 0 -5 0 0
9880 988 300.775 300.588 300.413 300.248 300.09 299.929 299.769 299.602 299.424 299.235 1.10129e+08 65.6965 55.0647 12 13 0 1 0 0
9890 989 300.774 300.588 300.413 300.248 300.09 299.929 299.769 299.602 299.424 299.235 1.09981e+08 65.6258 54.9907 10 10 0 0 0 0
9900 990 300.774 300.588 300.413 300.248 300.089 299.93 299.769 299.602 299.425 299.234 1.10058e+08 65.6718 55.0288 20 10 0 -10 0 0
9910 991 300.774 300.588 300.413 300.248 300.089 299.93 299.77 299.603 299.425 299.234 1.10569e+08 65.9686 55.2843 9 9 0 0 0 0
9920 992 300.774 300.588 300.413 300.248 300.089 299.93 299.769 299.603 299.425 299.234 1.11089e+08 66.3042 55.5443 15 15 0 0 0 0
9930 993 300.774 300.588 300.413 300.248 300.089 299.93 299.769 299.603 299.425 299.234 1.1057e+08 65.9814 55.2849 15 10 0 -5 0 0
9940 994 300.774 300.587 300.413 300.248 300.089 299.931 299.769 299.603 299.425 299.233 1.0947e+08 65.3215 54.735 14 6 0 -8 0 0
9950 995 300.773 300.587 300.413 300.248 300.09 299.93 299.77 299.603 299.425 299.232 1.09556e+08 65.39 54.7778 15 6 0 -9 0 0
9960 996 300.773 300.587 300.413 300.248 300.09 299.93 299.77 299.603 299.426 299.232 1.10243e+08 65.7909 55.1216 14 8 0 -6 0 0
9970 997 300.774 300.588 300.413 300.248 300.09 299.93 299.77 299.603 299.426 299.232 1.10397e+08 65.8734 55.1983 14 8 0 -6 0 0
9980 998 300.774 300.587 300.413 300.249 300.09 299.93 299.77 299.604 299.426 299.232 1.11315e+08 66.4321 55.6575 14 19 0 5 0 0
9990 999 300.774 300.587 300.413 300.249 300.09 299.93 299.77 299.603 299.427 299.232 1.1152e+08 66.5574 55.76 10 12 0 2 0 0
10000 1000 300.774 300.587 300.413 300.249 300.09 299.93 299.77 299.603 299.427 299.231 1.11306e+08 66.4383 55.6531 18 10 0 -8 0 0
